1	0.003252	0
0.9900	0.006112	0
0.98	0.008906	0
0.97	0.011611	0
0.96	0.014245	0
0.95	0.016832	0
0.94	0.019396	0
0.93	0.021943	0
0.92	0.02448		0
0.91	0.027006	0
0.9	0.029526	0
0.875	0.035795	0
0.85	0.042015	0
0.825	0.048163	0
0.8	0.054261	0
0.775	0.060292	0
0.75	0.066214	0
0.725	0.072026	0
0.7	0.077737	0
0.675	0.083318	0
0.65	0.088737	0
0.625	0.093965	0
0.6	0.098972	0
0.575	0.103735	0
0.55	0.108228	0
0.525	0.112406	0
0.5	0.116227	0
0.475	0.119665	0
0.45	0.122673	0
0.44	0.123735	0
0.43	0.124708	0
0.42	0.125591	0
0.41	0.126382	0
0.4	0.127078	0
0.39	0.127678	0
0.38	0.128172	0
0.37	0.128547	0
0.36	0.12879		0
0.35	0.128883	0
0.34	0.128819	0
0.33	0.128599	0
0.32	0.128221	0
0.31	0.127687	0
0.3	0.127007	0
0.29	0.12618		0
0.28	0.125208	0
0.27	0.124094	0
0.26	0.122836	0
0.25	0.121435	0
0.24	0.119889	0
0.23	0.118196	0
0.22	0.116358	0
0.21	0.11437		0	
0.2	0.112229	0
0.19	0.109933	0
0.18	0.107476	0
0.17	0.104856	0
0.16	0.102067	0
0.15	0.099098	0
0.14	0.095945	0
0.13	0.092594	0
0.12	0.089032	0
0.11	0.085242	0
0.1	0.081207	0
0.095	0.079088	0
0.09	0.076899	0
0.085	0.074634	0
0.08	0.072289	0
0.075	0.069859	0
0.07	0.067338	0
0.065	0.064718	0
0.06	0.061992	0
0.055	0.059152	0
0.05	0.056184	0
0.045	0.05307		0
0.04	0.049791	0
0.035	0.046324	0
0.03	0.042634	0
0.025	0.038674	0
0.02	0.034367	0
0.0175	0.032051	0
0.015	0.0296		0
0.0125	0.026978	0
0.01	0.024137	0
0.009	0.022923	0
0.008	0.021652	0
0.007	0.020316	0
0.006	0.0189		0
0.005	0.01738		0
0.004	0.015718	0
0.003	0.013857	0
0.002	0.011644	0
0.00175	0.010985	0
0.0015	0.010248	0
0.00125	0.00942		0
0.001	0.008478	0
0.00075	0.007364	0
0.0005	0.006002	0
0.0004	0.005356	0
0.0003	0.004633	0
0.0002	0.003778	0
0.0001	0.002658	0
0.0000	0.000002	0
0.0000	0.000000	0
0.0001	-0.002711	0
0.0002	-0.003874	0
0.0003	-0.004743	0
0.0004	-0.005496	0
0.0005	-0.006152	0
0.00075	-0.007566	0
0.001	-0.008769	0
0.00125	-0.009831	0
0.0015	-0.01079	0
0.00175	-0.011668	0
0.002	-0.012485	0
0.003	-0.01531	0
0.004	-0.017667	0
0.005	-0.019727	0
0.006	-0.021581	0
0.007	-0.023283	0
0.008	-0.02486	0
0.009	-0.026343	0
0.01	-0.027754	0
0.0125	-0.031025	0
0.015	-0.034021	0
0.0175	-0.036809	0
0.02	-0.039429	0
0.025	-0.044263	0
0.03	-0.048637	0
0.035	-0.05263	0
0.04	-0.056308	0
0.045	-0.059719	0
0.05	-0.062913	0
0.055	-0.065919	0
0.06	-0.068763	0
0.065	-0.071468	0
0.07	-0.074043	0
0.075	-0.076509	0
0.08	-0.078872	0
0.085	-0.081141	0
0.09	-0.083324	0
0.095	-0.085425	0
0.1	-0.087444	0
0.11	-0.091262	0
0.12	-0.094797	0
0.13	-0.098067	0
0.14	-0.101086	0
0.15	-0.103872	0
0.16	-0.106436	0
0.17	-0.108788	0
0.18	-0.11093	0
0.19	-0.112872	0
0.2	-0.11462	0
0.21	-0.116181	0
0.22	-0.117564	0
0.23	-0.118773	0
0.24	-0.119812	0
0.25	-0.120685	0
0.26	-0.121393	0
0.27	-0.121936	0
0.28	-0.122318	0
0.29	-0.122541	0
0.3	-0.122607	0
0.31	-0.122518	0
0.32	-0.12228	0
0.33	-0.121893	0
0.34	-0.121359	0
0.35	-0.120683	0
0.36	-0.119874	0
0.37	-0.11893	0
0.38	-0.11785	0
0.39	-0.116641	0
0.4	-0.115302	0
0.41	-0.113833	0
0.42	-0.112231	0
0.43	-0.110492	0
0.44	-0.108619	0
0.45	-0.106615	0
0.475	-0.101041	0
0.5	-0.09471	0
0.525	-0.087705	0
0.55	-0.080119	0
0.575	-0.072055	0
0.6	-0.063604	0
0.625	-0.054876	0
0.65	-0.046019	0
0.675	-0.037218	0
0.7	-0.028665	0
0.725	-0.020551	0
0.75	-0.013078	0
0.775	-0.006456	0
0.8	-0.00088	0
0.825	0.003506	0
0.85	0.006614	0
0.875	0.008394	0
0.9	0.008779	0
0.91	0.008522	0
0.92	0.008017	0
0.93	0.007264	0
0.94	0.006271	0
0.95	0.005055	0
0.96	0.003645	0
0.97	0.002069	0
0.98	0.000362	0
0.99	-0.001431	0
1	-0.003248	0
